old_name,new_name
"LUMBEE LAND DEVELOPMENT, INC.","LUMBEE LAND DEVELOPMENT, INC."
"LUCIOLE PHARMACEUTICALS, INC.","LUCIOLE PHARMACEUTICALS, INC."
LUCIE MEDICAL INC,LUCIE MEDICAL INC
"LUCEOME BIOTECHNOLOGIES, LLC","LUCEOME BIOTECHNOLOGIES, LLC"
"LUCENDI, INC.","LUCENDI, INC."
LUTROO IMAGING LLC,LUTROO IMAGING LLC
"LUXMED SYSTEMS, INC.","LUXMED SYSTEMS, INC."
Lenoir-Rhyne College,Lenoir-Rhyne College
Lamont-Doherty Earth Observatory-Columbia University,Lamont-Doherty Earth Observatory-Columbia University
Lena Ji,Lena Ji
Lehman College-CUNY,Lehman College-CUNY
Lehman College - City University of New York (CUNY),Lehman College
Lee Mcloughlin's fieldwork site,Lee Mcloughlin's fieldwork site
"Lapovations, LLC","Lapovations, LLC"
Lamont-Doherty Earty Observatory of Columbia University,Lamont-Doherty Earty Observatory of Columbia University
Lamont-Doherty Earth Observatory- Columbia University,Lamont-Doherty Earth Observatory- Columbia University
LYCHEE BIOSCIENCE LLC,LYCHEE BIOSCIENCE LLC
Lamont-Doherty Earth Observatory Columbia University,Lamont-Doherty Earth Observatory Columbia University
"Lamarche, Alicia Mae","Lamarche, Alicia Mae"
Labby Inc.,Labby Inc.
"LYOWAVE, INC","LYOWAVE, INC"
"LYNDRA THERAPEUTICS, INC.","LYNDRA THERAPEUTICS, INC."
"LYMPHAXIS, INC.","LYMPHAXIS, INC."
"MAKANI SCIENCE, INC.","MAKANI SCIENCE, INC."
MAKERERE UNIVERSITY LUNG INSTITUTE LIMITED,MAKERERE UNIVERSITY LUNG INSTITUTE LIMITED
"MALAMA HEALTH, INC.","MALAMA HEALTH, INC."
"MEDICAL SCIENCE & COMPUTING, LLC","MEDICAL SCIENCE & COMPUTING, LLC"
"MEDMICROMAPS, LLC","MEDMICROMAPS, LLC"
MEDLUIDICS LLC,MEDLUIDICS LLC
MEDITRACE LLC,MEDITRACE LLC
MEDITATI INC.,MEDITATI INC.
"MEDIOMICS, LLC","MEDIOMICS, LLC"
"MEDIGEN, INC.","MEDIGEN, INC."
MEDICAL PREDICTIVE SCIENCE CORPORATION,MEDICAL PREDICTIVE SCIENCE CORPORATION
"MEGADALTON SOLUTIONS, INC","MEGADALTON SOLUTIONS, INC"
MEDICAL ELUTION DEVICES LLC,MEDICAL ELUTION DEVICES LLC
MEDICAL DEVICE INNOVATION CONSORTIUM,MEDICAL DEVICE INNOVATION CONSORTIUM
041980632,041980632
"MEDIACOMBO, INC.","MEDIACOMBO, INC."
"MEDCOGNITION, INC.","MEDCOGNITION, INC."
"MEDCHEM PARTNERS, LLC","MEDCHEM PARTNERS, LLC"
"MEDNET, INC.","MEDNET, INC."
MEGANANO DIAGNOSTICS INC.,MEGANANO DIAGNOSTICS INC.
"MAMMAE BIOSCIENCES, INC.","MAMMAE BIOSCIENCES, INC."
"METABOLON, INC.","METABOLON, INC."
"METEORA3D, INCORPORATED","METEORA3D, INCORPORATED"
"METCURE THERAPEUTICS, LLC","METCURE THERAPEUTICS, LLC"
METASTX LLC,METASTX LLC
METANOIA BIO LLC,METANOIA BIO LLC
"METAMEDIA TRAINING INTERNATIONAL, INC.","METAMEDIA TRAINING INTERNATIONAL, INC."
"METACULUS, INC.","METACULUS, INC."
METABOLITEDX CORP,METABOLITEDX Corporation
"MELLICELL, INC.","MELLICELL, INC."
MESPILUS INC.,MESPILUS INC.
"MESA SCIENCE ASSOCIATES, INC.","MESA SCIENCE ASSOCIATES, INC."
MERIT STRATEGY LLC,MERIT STRATEGY LLC
"MERIDIAN BIOTECH, LLC","MERIDIAN BIOTECH, LLC"
"MENTIA DTX, INC.","MENTIA DTX, INC."
"MEMBRANEX, LLC","MEMBRANEX, LLC"
"MECHANOBIOLOGIX, LLC","MECHANOBIOLOGIX, LLC"
MECEHTM8DB17,MECEHTM8DB17
"MEBIAS DISCOVERY, INC.","MEBIAS DISCOVERY, INC."
"MAPLESS AI, INC.","MAPLESS AI, INC."
"MASSACHUSETTS NEURO TECHNOLOGY, INC.","MASSACHUSETTS NEURO TECHNOLOGY, INC."
"MAROON BIOTECH, INC.","MAROON BIOTECH, INC."
"MARK THERAPEUTICS, INC.","MARK THERAPEUTICS, INC."
"MARK O'NEILL, LLC","MARK O'NEILL, LLC"
MARINE ENVIRONMENTAL SCIENCES CONSORTIUM,MARINE ENVIRONMENTAL SCIENCES CONSORTIUM
"MARCONI SOCIETY, INC.","MARCONI SOCIETY, INC."
"MANZANITA PHARMACEUTICALS, INC.","MANZANITA PHARMACEUTICALS, INC."
"MEANINGFUL MEASUREMENT, INC.","MEANINGFUL MEASUREMENT, INC."
"MANZANITA COOPERATIVE, INC.","MANZANITA COOPERATIVE, INC."
MANUS ROBOTICS INC.,MANUS ROBOTICS INC.
MANSFIELD SCHOOL DISTRICT,MANSFIELD SCHOOL DISTRICT
"MANDALMED, INC.","MANDALMED, INC."
"MANAGED HEALTH CONNECTIONS, LLC","MANAGED HEALTH CONNECTIONS, LLC"
"MANA BATTERY, INC.","MANA BATTERY, INC."
MASSIVE ANALYSIS AND QUALITY CONTROL SOC,MASSIVE ANALYSIS AND QUALITY CONTROL SOC
"MASTERS, MATES AND PILOTS MARITIME ADVANCEMENT, TRAINING, EDUCATION AND SAFETY PROGRAM D/B/A MITAGS/MCC","MASTERS, MATES AND PILOTS MARITIME ADVANCEMENT, TRAINING, EDUCATION AND SAFETY PROGRAM D/B/A MITAGS/MCC"
"MATERIALIZE BIO, INC.","MATERIALIZE BIO, INC."
"MATHINVESTMENTS, INC.","MATHINVESTMENTS, INC."
MATREGENIX,MATREGENIX
"MATRISOME BIO, INC.","MATRISOME BIO, INC."
MATTIQ INC,MATTIQ INC
"MAX BIOPHARMA, INC.","MAX BIOPHARMA, INC."
MAXWAVE LLC,MAXWAVE LLC
MAXWELL BIOMEDICAL INC,MAXWELL BIOMEDICAL INC
MAYFAIR GROUP LLC,MAYFAIR GROUP LLC
MC1R VENTURES LLC,MC1R VENTURES LLC
MCGILL UNIVERSITY HEALTH CTR RES INST,MCGILL UNIVERSITY HEALTH Center RES Institute
MCKEON MINING LLC,MCKEON MINING LLC
"MCM6 THERAPEUTICS, INC.","MCM6 THERAPEUTICS, INC."
MCPHS UNIVERSITY,MCPHS UNIVERSITY
"MEADOWLARK OPTICS, INC.","MEADOWLARK OPTICS, INC."
"LUCA AI, LLC","LUCA AI, LLC"
LR INNOVOPTICS INC,LR INNOVOPTICS INC
"METIS HEALTH ANALYTICS, LLC","METIS HEALTH ANALYTICS, LLC"
"KUBANDA CRYOTHERAPY, INC.","KUBANDA CRYOTHERAPY, INC."
"KYEVO-MOGYLYANSKA AKADEMIYA, NATSIONALNY UNIVERSYTET","KYEVO-MOGYLYANSKA AKADEMIYA, NATSIONALNY UNIVERSYTET"
KW Precision Machine,KW Precision Machine
"KURIA THERAPEUTICS, INC","KURIA THERAPEUTICS, INC"
KULEON LLC,KULEON LLC
"KULEANA TECHNOLOGY, INC.","KULEANA TECHNOLOGY, INC."
"KUDA THERAPEUTICS, INC.","KUDA THERAPEUTICS, INC."
KROKOS BIO INC,KROKOS BIO INC
"Kalion, Inc.","Kalion, Inc."
KOVINA THERAPEUTICS INC.,KOVINA THERAPEUTICS INC.
KOMMODO THERAPEUTICS LLC,KOMMODO THERAPEUTICS LLC
KOMMODO HOLDINGS CORP.,KOMMODO HOLDINGS Corporation.
"KOLI, INC.","KOLI, INC."
KOI BIOTHERAPEUTICS INC.,KOI BIOTHERAPEUTICS INC.
KOBUK TECHNOLOGIES LLC,KOBUK TECHNOLOGIES LLC
KYTOPEN CORP,KYTOPEN Corporation
Kapalya Inc,Kapalya Inc
KISMET TECHNOLOGIES LLC,KISMET TECHNOLOGIES LLC
LAB TO PHARMACY LLC,LAB TO PHARMACY LLC
"LAGRANGE SCIENTIFIC, LLC","LAGRANGE SCIENTIFIC, LLC"
LADERX LLC,LADERX LLC
LACIM/Université du Québec à Montréal (UQAM),LACIM/Université du Québec à Montréal (UQAM)
"LABSYS, LLC","LABSYS, LLC"
LABORECOM THERAPEUTICS INC.,LABORECOM THERAPEUTICS INC.
LAB2701 LLC,LAB2701 LLC
"LA LUCE CRISTALLINA, INC.","LA LUCE CRISTALLINA, INC."
Kauai Shrimp,Kauai Shrimp
Kytopen Corp,Kytopen Corporation
Kruger National Park,Kruger National Park
"Kompass Diagnostics, Inc.","Kompass Diagnostics, Inc."
"Kintsugi Mindful Wellness, Inc.","Kintsugi Mindful Wellness, Inc."
Khemia Metals,Khemia Metals
Kepley Biosystems Incorporated,Kepley Biosystems Incorporated
"KJ BIOSCIENCES, LLC","KJ BIOSCIENCES, LLC"
KIOGA INC.,KIOGA INC.
"LOXIGEN, INC.","LOXIGEN, INC."
"KANONA, INC.","KANONA, INC."
KATE ALLYN PROSTHETIC RESEARCH,KATE ALLYN PROSTHETIC RESEARCH
"KATABASIS, INC.","KATABASIS, INC."
"KARIS BIO USA, INC.","KARIS BIO USA, INC."
"KAPS BIOTECH, INC.","KAPS BIOTECH, INC."
"KAPHA BIO, INC.","KAPHA BIO, INC."
KANSAS STATE DEPT OF HLTH AND ENVIRONMNT,KANSAS STATE DEPT OF HLTH AND ENVIRONMNT
KANO THERAPEUTICS INC,KANO THERAPEUTICS INC
"KAYA FERTILIZERS, LLC","KAYA FERTILIZERS, LLC"
"KANNALIFE SCIENCES, INC.","KANNALIFE SCIENCES, INC."
"KALOCYTE, INC.","KALOCYTE, INC."
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON
KAIROS RESEARCH LLC,KAIROS RESEARCH LLC
KAI TECH LLC,KAI TECH LLC
K MEDICAL LLC,K MEDICAL LLC
"KATHAROS, INC.","KATHAROS, INC."
KAYOTHERA INC.,KAYOTHERA INC.
"KINTARA THERAPEUTICS, INC.","KINTARA THERAPEUTICS, INC."
"KEYWISE, INC.","KEYWISE, INC."
KINSHASA SCHOOL OF PUBLIC HEALTH,KINSHASA SCHOOL OF PUBLIC HEALTH
KINOXIS THERAPEUTICS PTY LTD,KINOXIS THERAPEUTICS PTY LTD
"KINIMA, INC.","KINIMA, INC."
"KINEOLABS, INC.","KINEOLABS, INC."
KILELE HEALTH LLC,KILELE HEALTH LLC
KILELE HEALTH INC.,KILELE HEALTH INC.
"KEYSTONE NANO, INC.","KEYSTONE NANO, INC."
KCORE ANALYTICS LLC,KCORE ANALYTICS LLC
KEYBIOME LLC,KEYBIOME LLC
"KERACEUTICALS, INC.","KERACEUTICALS, INC."
KENTUCKY STATE DEPARTMENT OF AGRICULTURE,KENTUCKY STATE DEPARTMENT OF AGRICULTURE
KENT COUNTY MEMORIAL HOSPITAL,KENT COUNTY MEMORIAL HOSPITAL
"KELLY SERVICES, INC.","KELLY SERVICES, INC."
"KELIOMICS, INC.","KELIOMICS, INC."
LAMAR INSTITUTE OF TECHNOLOGY,LAMAR INSTITUTE OF TECHNOLOGY
LAMASSU BIO INC,LAMASSU BIO INC
LAMASSU PHARMA INC.,LAMASSU PHARMA INC.
"LIGHT SWITCH BIO, LLC","LIGHT SWITCH BIO, LLC"
"LIMAX BIOSCIENCES, INC.","LIMAX BIOSCIENCES, INC."
LIMAX BIOSCIENCES INC,LIMAX BIOSCIENCES INC
LIMAR AI INC,LIMAR AI INC
"LILU, INC.","LILU, INC."
LIGHTOPTECH CORPORATION,LIGHTOPTECH CORPORATION
"LIGHTHOUSE PHARMACEUTICALS, INC.","LIGHTHOUSE PHARMACEUTICALS, INC."
LIGHT RESEARCH INC,LIGHT RESEARCH INC
LINK MEDICAL LLC,LINK MEDICAL LLC
"LIFEPHARMS, INC.","LIFEPHARMS, INC."
"LIFELAB STUDIOS, INC.","LIFELAB STUDIOS, INC."
"LIFECANVAS TECHNOLOGIES, INC.","LIFECANVAS TECHNOLOGIES, INC."
LIFEBOARD MEDICAL,LIFEBOARD MEDICAL
"LIFE SEAL VASCULAR, INC.","LIFE SEAL VASCULAR, INC."
"LIFE ANALYTICS, INC.","LIFE ANALYTICS, INC."
LIMELIGHT STEEL INC.,LIMELIGHT STEEL INC.
"LINKED SENIOR, INC.","LINKED SENIOR, INC."
"LAMBDA FUNCTION, INC.","LAMBDA FUNCTION, INC."
LIVOTION LLC,LIVOTION LLC
"LOOSE IN THE LAB, INC","LOOSE IN THE LAB, INC"
"LOOMIA TECHNOLOGIES, INC.","LOOMIA TECHNOLOGIES, INC."
LONG ISLAND CHILDREN'S MUSEUM,LONG ISLAND CHILDREN'S MUSEUM
"LOKI THERAPEUTICS, INC","LOKI THERAPEUTICS, INC"
LOHOCLA RESEARCH CORPORATION,LOHOCLA RESEARCH CORPORATION
LOGISTICS MANAGEMENT INSTITUTE,LOGISTICS MANAGEMENT INSTITUTE
LIV LABS INC.,LIV LABS INC.
LINNAEUS THERAPEUTICS INC,LINNAEUS THERAPEUTICS INC
LIUNA TRAINING AND EDUCATION FUND,LIUNA TRAINING AND EDUCATION FUND
"LITERASEED, INC.","LITERASEED, INC."
LISA FITZPATRICK & ASSOCIATES MD PC,LISA FITZPATRICK & ASSOCIATES MD PC
"LIQUEN TECHNOLOGIES, INC.","LIQUEN TECHNOLOGIES, INC."
"LIPO-IMMUNO TECH, LLC","LIPO-IMMUNO TECH, LLC"
"LIPELLA PHARMACEUTICALS, INC.","LIPELLA PHARMACEUTICALS, INC."
LIEBOLD TECHNOLOGIES LLC,LIEBOLD TECHNOLOGIES LLC
LIBERO PHARMA LIMITED,LIBERO PHARMA LIMITED
"LIBERANDUM TECHNOLOGIES, INC.","LIBERANDUM TECHNOLOGIES, INC."
LATTICE THERAPEUTICS INC,LATTICE THERAPEUTICS INC
"LEADING EDGE PHARMTOX, LLC","LEADING EDGE PHARMTOX, LLC"
LC ACQUISITION LLC,LC ACQUISITION LLC
"LAZZARO MEDICAL, INC.","LAZZARO MEDICAL, INC."
"LAZARUS 3D, INC.","LAZARUS 3D, INC."
LAVO LIFE SCIENCES INC,LAVO LIFE SCIENCES INC
"LAUREN SCIENCES, LLC","LAUREN SCIENCES, LLC"
"LATHAM BIOPHARM GROUP, INC.","LATHAM BIOPHARM GROUP, INC."
LIATRIS INC.,LIATRIS INC.
LATDE DIAGNOSTICS CORP.,LATDE DIAGNOSTICS Corporation.
"LASMED, LLC","LASMED, LLC"
LASER GRAPHICTRONICS LLC,LASER GRAPHICTRONICS LLC
LASER BIOANALYTICS LLC,LASER BIOANALYTICS LLC
"LASARRUS CLINIC AND RESEARCH CENTER, INC.","LASARRUS CLINIC AND RESEARCH CENTER, INC."
"LANDSDOWNE LABS, LLC","LANDSDOWNE LABS, LLC"
"LEADINGAGE, INC.","LEADINGAGE, INC."
"LEAP PHOTONICS, INC.","LEAP PHOTONICS, INC."
LEAP PHOTOVOLTAICS INC.,LEAP PHOTOVOLTAICS INC.
LEARN COLLABORATE INC.,LEARN COLLABORATE INC.
"LEARNING NETWORK, LLC, THE","LEARNING NETWORK, LLC, THE"
"LEFLORE TECHNOLOGIES, LLC","LEFLORE TECHNOLOGIES, LLC"
LELAND STANFORD JUNIOR UNIVERSITY,LELAND STANFORD JUNIOR UNIVERSITY
LELANTOS INC.,LELANTOS INC.
LENSGUIDE IMAGING TECHNOLOGY INC,LENSGUIDE IMAGING TECHNOLOGY INC
LEONINE TECHNOLOGIES INC.,LEONINE TECHNOLOGIES INC.
"LEUKO LABS, INC.","LEUKO LABS, INC."
"LEUKOGENE THERAPEUTICS, INC.","LEUKOGENE THERAPEUTICS, INC."
LEVIOSA TECHNOLOGIES LLC,LEVIOSA TECHNOLOGIES LLC
"LEVISONICS, INC.","LEVISONICS, INC."
"LEXEL SYNERGETICS, INC.","LEXEL SYNERGETICS, INC."
LF PRINTECH LLC,LF PRINTECH LLC
"LGL ECOLOGICAL RESEARCH ASSOCIATES, INC","LGL ECOLOGICAL RESEARCH ASSOCIATES, INC"
METFORA LLC,METFORA LLC
"METSELEX, INC.","METSELEX, INC."
"JuneBrain, Inc.","JuneBrain, Inc."
NAU-Institute for Human Development,NAU-Institute for Human Development
NCO Technologies LLC,NCO Technologies LLC
NCCU,NCCU
"NCAP MEDICAL, LLC","NCAP MEDICAL, LLC"
"NAVROGEN, INC.","NAVROGEN, INC."
"NAVINETICS NEUROMODULATION, INC.","NAVINETICS NEUROMODULATION, INC."
"NAVIGATION SCIENCES, INC.","NAVIGATION SCIENCES, INC."
"NATSAR PHARMACEUTICALS, INC.","NATSAR PHARMACEUTICALS, INC."
"NE SCIENTIFIC, INC.","NE SCIENTIFIC, INC."
"NATRX, INC.","NATRX, INC."
NATIVE AMERICAN COMMUNITY CLINIC,NATIVE AMERICAN COMMUNITY CLINIC
NATIONAL SCIENCE POLICY NETWORK,NATIONAL SCIENCE POLICY NETWORK
"NATIONAL RESOURCE CONSULTANTS, LLC","NATIONAL RESOURCE CONSULTANTS, LLC"
"NATIONAL MEDICAL SERVICES, INC.","NATIONAL MEDICAL SERVICES, INC."
NATIONAL INSTITUTE FOR PHARM TECH/EDUC,NATIONAL INSTITUTE FOR PHARM TECH/EDUC
"ND-DIAGENOMIX, INC.","ND-DIAGENOMIX, INC."
NEARABL INC.,NEARABL INC.
NATIONAL COUNCIL SCIENTIFIC & TECH RES,NATIONAL COUNCIL SCIENTIFIC & TECH RES
"NEPHRODI THERAPEUTICS, INC.","NEPHRODI THERAPEUTICS, INC."
"NEUCYTE, INC.","NEUCYTE, INC."
NESTOTUS LLC,NESTOTUS LLC
"NESTED KNOWLEDGE, INC","NESTED KNOWLEDGE, INC"
"NERX BIOSCIENCES, INC.","NERX BIOSCIENCES, INC."
NEPHSMART LLC,NEPHSMART LLC
NEPHROGEN INC.,NEPHROGEN INC.
"NEOVASCULARX, INC","NEOVASCULARX, INC"
"NECTAGEN, INC.","NECTAGEN, INC."
"NEONEURON, LLC","NEONEURON, LLC"
NEONEUR LLC,NEONEUR LLC
NEON Battelle,NEON Battelle
"NEOGENESIS TECHNOLOGIES, LLC","NEOGENESIS TECHNOLOGIES, LLC"
NELSON SCIENTIFIC LABS LLC,NELSON SCIENTIFIC LABS LLC
NEI Corporation,NEI Corporation
NATIONAL FARMERS UNION FOUNDATION,NATIONAL FARMERS UNION FOUNDATION
NATIONAL ASSOCIATION OF STATE HEAD INJURY ADMINISTRATORS,NATIONAL ASSOCIATION OF STATE HEAD INJURY ADMINISTRATORS
NAMI DIAGNOSTICS LLC,NAMI DIAGNOSTICS LLC
"NANOMETICS, LLC","NANOMETICS, LLC"
"NANOPIN TECHNOLOGIES, INC.","NANOPIN TECHNOLOGIES, INC."
"NANOPHARMACEUTICALS, LLC","NANOPHARMACEUTICALS, LLC"
"NANOPATTERN TECHNOLOGIES, INC.","NANOPATTERN TECHNOLOGIES, INC."
"NANOPATHDX, INC.","NANOPATHDX, INC."
NANONEWRON LLC,NANONEWRON LLC
"NANOMUSE, LLC","NANOMUSE, LLC"
"NANOMEDTRIX, LLC","NANOMEDTRIX, LLC"
"NANOPROBES, INC.","NANOPROBES, INC."
"NANODIAGNOSTIC TECHNOLOGY, LLC","NANODIAGNOSTIC TECHNOLOGY, LLC"
"NANODESK, LLC","NANODESK, LLC"
"NANOCELLECT BIOMEDICAL, INC.","NANOCELLECT BIOMEDICAL, INC."
NANOCAN THERAPEUTICS CORPORATION,NANOCAN THERAPEUTICS CORPORATION
"NANO-BEADS PROTEIN INNOVATIONS, INC.","NANO-BEADS PROTEIN INNOVATIONS, INC."
NANITE INC.,NANITE INC.
NANOPLASMONICS LLC,NANOPLASMONICS LLC
NANORES LLC,NANORES LLC
"NATIONAL ASSOCIATION FOR FAMILY, SCHOOL AND COMMUNITY ENGAGEMENT","NATIONAL ASSOCIATION FOR FAMILY, SCHOOL AND COMMUNITY ENGAGEMENT"
NASA GSFC,NASA GSFC
NATIONAL ASSN /CNTY/CITY/HLTH/OFFICIALS,NATIONAL ASSN /CNTY/CITY/HLTH/OFFICIALS
"NATGLYCAN, LLC","NATGLYCAN, LLC"
NAT'L ASSOC/STATE DEPARTS/AGRICULTURE,NAT'L Association/STATE DEPARTS/AGRICULTURE
NASUS MEDICAL INC.,NASUS MEDICAL INC.
NASA Marshall Space Flight Center (MSFC),NASA Marshall Space Flight Center (MSFC)
NASA Jet Propulsion Laboratory (JPL),NASA Jet Propulsion Laboratory (JPL)
NASA,NASA
"NANOS, INC.","NANOS, INC."
"NARWHAL BIO, INC.","NARWHAL BIO, INC."
NARROWS INSTITUTE FOR BIOMEDICAL RES INC,NARROWS INSTITUTE FOR BIOMEDICAL RES INC
"NARNAR, LLC","NARNAR, LLC"
NANOXORT LLC,NANOXORT LLC
"NANOVALENT PHARMACEUTICALS, INC.","NANOVALENT PHARMACEUTICALS, INC."
NANOSEPEX INC.,NANOSEPEX INC.
"NEURAEGIS, INC.","NEURAEGIS, INC."
NEURAL DYNAMICS TECHNOLOGIES INC.,NEURAL DYNAMICS TECHNOLOGIES INC.
NEURAL EAR INC,NEURAL EAR INC
NEXTGENEDU INC,NEXTGENEDU INC
"NIGHTSTAR BIOTECHNOLOGIES, INC","NIGHTSTAR BIOTECHNOLOGIES, INC"
NIGHTINGALE LABS CORPORATION,NIGHTINGALE LABS CORPORATION
"NIGHTHAWK BIOSCIENCES, INC.","NIGHTHAWK BIOSCIENCES, INC."
NEXUMA L.L.C.,NEXUMA L.L.C.
"NEXTSTEP ROBOTICS, LLC","NEXTSTEP ROBOTICS, LLC"
"NEXTGENJANE, INC.","NEXTGENJANE, INC."
NEXTCORPS INC,NEXTCORPS INC
"NIMBUS RESEARCH LABORATORY, LLC","NIMBUS RESEARCH LABORATORY, LLC"
"NEXT-ION ENERGY, INC.","NEXT-ION ENERGY, INC."
NEXGEN CANCER DETECTION LLC,NEXGEN CANCER DETECTION LLC
"NEWVENTUREIQ, LLC","NEWVENTUREIQ, LLC"
NEWFIELD CENTRAL SCHOOL,NEWFIELD CENTRAL SCHOOL
"NEW UNIVERSITY OF BRIDGEPORT, INC., THE","NEW UNIVERSITY OF BRIDGEPORT, INC., THE"
NEW MEXICO TRADE ALLIANCE,NEW MEXICO TRADE ALLIANCE
NIMBLE SURGICAL INCORPORATED,NIMBLE SURGICAL INCORPORATED
"NIMML INSTITUTE, INC.","NIMML INSTITUTE, INC."
"NEURALENZ, INC","NEURALENZ, INC"
"NOCTRIX HEALTH, INC","NOCTRIX HEALTH, INC"
NORD BIO INC,NORD BIO INC
"NORCON TECHNOLOGIES, LLC","NORCON TECHNOLOGIES, LLC"
NOON ENERGY INC.,NOON ENERGY INC.
NONA TECHNOLOGIES,NONA TECHNOLOGIES
NOMI MATERIALS CORP,NOMI MATERIALS Corporation
NOMA AI INC.,NOMA AI INC.
NOBLE GAS SYSTEMS LLC,NOBLE GAS SYSTEMS LLC
NIRRIN TECHNOLOGIES INC,NIRRIN TECHNOLOGIES INC
"NOB HILL THERAPEUTICS, INC.","NOB HILL THERAPEUTICS, INC."
NOAO,NOAO
NOAA /Global Systems Laboratory-David Skaggs Research Center,NOAA /Global Systems Laboratory-David Skaggs Research Center
NMSU - Biology,NMSU
NLR SPECIAL SCHOOL DISTRICT,NLR SPECIAL SCHOOL DISTRICT
NITRO BIOSCIENCES INC.,NITRO BIOSCIENCES INC.
NEW MEXICO STATE DEPARTMENT/ ENVIRONMENT,NEW MEXICO STATE DEPARTMENT/ ENVIRONMENT
"NEW MEXICO START-UP FACTORY II, LLC","NEW MEXICO START-UP FACTORY II, LLC"
"NEW GROWTH INNOVATION NETWORK, INC","NEW GROWTH INNOVATION NETWORK, INC"
"NEUROCOMP SYSTEMS, INC.","NEUROCOMP SYSTEMS, INC."
NEUROINDX INC.,NEUROINDX INC.
"NEUROGENECES, INC.","NEUROGENECES, INC."
"NEUROFIELDZ, INC.","NEUROFIELDZ, INC."
"NEUROEPIGENIX, LLC","NEUROEPIGENIX, LLC"
NEUROENE THERAPEUTICS INC,NEUROENE THERAPEUTICS INC
"NEURODYNE, INC.","NEURODYNE, INC."
"NEUROCARRUS, INC.","NEUROCARRUS, INC."
"NEW ENGLAND HEMOLYTICS, INC.","NEW ENGLAND HEMOLYTICS, INC."
NEUROBIONICS INC,NEUROBIONICS INC
"NEURO42, INC.","NEURO42, INC."
"NEURINSIGHT, LLC","NEURINSIGHT, LLC"
"NEURALTRAK, INC","NEURALTRAK, INC"
NEURALTHREAD INC,NEURALTHREAD INC
NEURALRAD LLC,NEURALRAD LLC
"NEUROKINE THERAPEUTICS, LLC","NEUROKINE THERAPEUTICS, LLC"
"NEUROLOGIC SOLUTIONS, INC.","NEUROLOGIC SOLUTIONS, INC."
"NEUROLUTIONS, INC","NEUROLUTIONS, INC"
"NEUROMATCH, INC.","NEUROMATCH, INC."
NEURONASAL INC,NEURONASAL INC
"NEURONASCENT, INC.","NEURONASCENT, INC."
NEURONEXUS TECHNOLOGIES,NEURONEXUS TECHNOLOGIES
"NEURONOFF, INC.","NEURONOFF, INC."
"NEUROPACE, INC.","NEUROPACE, INC."
"NEUROPTICS, INC.","NEUROPTICS, INC."
NEUROSANT THERAPEUTICS LLC,NEUROSANT THERAPEUTICS LLC
NEUROSCOPE INC.,NEUROSCOPE INC.
NEUROSESSMENTS LLC,NEUROSESSMENTS LLC
NEUROSMART INC.,NEUROSMART INC.
NEUROTARGETING SYSTEMS,NEUROTARGETING SYSTEMS
NEUROTRAINER INC,NEUROTRAINER INC
NEUROVATIONS,NEUROVATIONS
NAMI THERAPEUTICS CORP.,NAMI THERAPEUTICS Corporation.
"NAMAKA ALGAE, INC","NAMAKA ALGAE, INC"
"MFNS TECH, INC.","MFNS TECH, INC."
"MIYAZAKI ENTERPRISES, LLC","MIYAZAKI ENTERPRISES, LLC"
"MODULATION THERAPEUTICS, INC.","MODULATION THERAPEUTICS, INC."
"MODALITY.AI , INC","MODALITY.AI , INC"
MOBIUS SCIENTIFIC INC.,MOBIUS SCIENTIFIC INC.
MOBIUS BIOTECH LLC,MOBIUS BIOTECH LLC
MOBILE HEALTH INTERVENTIONS LLC,MOBILE HEALTH INTERVENTIONS LLC
"MMJ LABS, LLC","MMJ LABS, LLC"
"MIXTA RE, INC","MIXTA RE, INC"
MOGLING BIO INC,MOGLING BIO INC
MIXEDLCMEDIA LLC,MIXEDLCMEDIA LLC
MITRE CORPORATION,MITRE CORPORATION
MITRALPRINT INC.,MITRALPRINT INC.
"MITORAINBOW THERAPEUTICS, INC.","MITORAINBOW THERAPEUTICS, INC."
MITOPOWER LLC,MITOPOWER LLC
"MITOCHONDRIA IN MOTION, INC.","MITOCHONDRIA IN MOTION, INC."
"MODULO BIO, INC.","MODULO BIO, INC."
MOLARITI INC,MOLARITI INC
MITHRILAI CORP.,MITHRILAI Corporation.
"MONSTR SENSE TECHNOLOGIES, LLC","MONSTR SENSE TECHNOLOGIES, LLC"
MOREMME-JAVORE LLC,MOREMME-JAVORE LLC
MOONLIGHTER FABLAB INC,MOONLIGHTER FABLAB INC
"MONTEFIORE MEDICAL CENTER (BRONX, NY)",MONTEFIORE
MONTANA STATE DEPT/PUB HLTH & HUMAN SRVS,MONTANA STATE DEPT/PUB HLTH & HUMAN SRVS
"MONTANA MOLECULAR, LLC","MONTANA MOLECULAR, LLC"
MONTANA CONSORTIUM FOR URBAN INDIAN HEALTH,MONTANA CONSORTIUM FOR URBAN INDIAN HEALTH
"MONOD BIO, INC.","MONOD BIO, INC."
MOLECULAR INTELLIGENCE LLC,MOLECULAR INTELLIGENCE LLC
MONGO APP INC.,MONGO APP INC.
"MOMEASE SOLUTIONS, INC.","MOMEASE SOLUTIONS, INC."
"MOLTEN SALT SOLUTIONS, LLC","MOLTEN SALT SOLUTIONS, LLC"
